Magazine,Number of contribution in magazine,Contributor: Last name / first name,Pseudonym / abbreviation used,Source of contributor data,Sex,Country of Origin,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,Type of contribution: comparable,Language,Dedication,Translator,Original language
Revista Azul,1021,"Puga y Acal, Manuel",,http://viaf.org/viaf/5188334,M,Mexico,1860,1930,35,Uno de tantos,24,13.10.1895,1895-10-13,Fictional Prose,Spanish,,,NA
Revista Azul,1022,"Méndez de Cuenca, Laura",,http://viaf.org/viaf/41551553,F,Mexico,1853,1928,42,En el álbum de María,24,13.10.1895,1895-10-13,Lyricism,Spanish,,,NA
Revista Azul,1023,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Confidencias,24,13.10.1895,1895-10-13,Non-fictional Prose,Spanish,,,NA
Revista Azul,1024,"Robert, Louis de",,http://viaf.org/viaf/4962286,M,France,1871,1937,24,Juan,24,13.10.1895,1895-10-13,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1025,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,24,13.10.1895,1895-10-13,Fictional Prose,Spanish,,,NA
Revista Azul,1026,"Díaz Dufóo, Carlos",Monaguillo,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,"La ""primera"" de la Patti",25,20.10.1895,1895-10-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,1027,"Bolet Peraza, Nicanor",,http://viaf.org/viaf/31571541,M,Venezuela,1838,1906,57,El monte azul,25,20.10.1895,1895-10-20,Fictional Prose,Spanish,,,NA
Revista Azul,1028,"Larrañaga Portugal, Manuel",,http://viaf.org/viaf/1928145856922922920250,M,Mexico,1868,1919,27,El grito de la piedra,25,20.10.1895,1895-10-20,Lyricism,Spanish,"Ulloa, Miguel",,NA
Revista Azul,1029,"Maupassant, Guy de",,http://viaf.org/viaf/29537765,M,France,1850,1893,deceased,El bautizo,25,20.10.1895,1895-10-20,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1030,"Casal, Julián del",,http://viaf.org/viaf/24758421,M,Cuba,1863,1893,deceased,Fatuidad póstuma,25,20.10.1895,1895-10-20,Lyricism,Spanish,,,NA
Revista Azul,1031,"Ambrogi, Arturo",,http://viaf.org/viaf/69180193,M,San Salvador,1874,1936,21,Viñeta,25,20.10.1895,1895-10-20,Fictional Prose,Spanish,"García Cisneros, Francisco",,NA
Revista Azul,1032,"Darío, Rubén",,http://viaf.org/viaf/7399994,M,Nicaragua,1867,1916,28,Julián del Casal,25,20.10.1895,1895-10-20,Non-fictional Prose,Spanish,"Hernández Miyares, Enrique",,NA
Revista Azul,1033,"Obligado, Rafael",,http://viaf.org/viaf/76395827,M,Argentina,1851,1920,44,Visión,25,20.10.1895,1895-10-20,Lyricism,Spanish,,,NA
Revista Azul,1034,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Consolatrix Aflictorum,25,20.10.1895,1895-10-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,1035,"Coppée, François",,http://viaf.org/viaf/46759181,M,France,1842,1908,53,Octubre (De F. Coppée),25,20.10.1895,1895-10-20,Lyricism,Spanish,,"Ochoa, José M.",NA
Revista Azul,1036,"Blasco, Eusebio",,http://viaf.org/viaf/2458726,M,Spain,1844,1903,51,Mantillas y pañolones,25,20.10.1895,1895-10-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,1037,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,25,20.10.1895,1895-10-20,Non-fictional Prose,Spanish,,,NA
Revista Azul,1038,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,deceased,Oyendo a Wagner,26,27.10.1895,1895-10-27,Review,Spanish,,,NA
Revista Azul,1039,"Lano, Pierre de",,http://viaf.org/viaf/89169238,M,France,1859,1904,36,Sinfonía en verde,26,27.10.1895,1895-10-27,Non-fictional Prose,Spanish,,n.I.,NA
Revista Azul,1040,"Pimentel Coronel, Manuel",,http://viaf.org/viaf/313262057,M,Venezuela,1863,1905,32,Los paladines,26,27.10.1895,1895-10-27,Lyricism,Spanish,,,NA
Revista Azul,1041,"Palma, Clemente",,http://viaf.org/viaf/43178261,M,Peru,1872,1946,23,La Walpurgis,26,27.10.1895,1895-10-27,Fictional Prose,Spanish,,,NA
Revista Azul,1042,"Martínez Rubio, Rafael",El Duque Juan,http://www.culturacolima.gob.mx/imagenes/foroscolima/4/18.pdf,M,Mexico,NA,NA,NA,Hada del Rhin,26,27.10.1895,1895-10-27,Lyricism,Spanish,"Urbina, Luis G.",,NA
Revista Azul,1043,"Pardo Bazán, Emilia",,http://viaf.org/viaf/51699645,F,Spain,1851,1921,44,La cabeza a componer,26,27.10.1895,1895-10-27,Fictional Prose,Spanish,,,NA
Revista Azul,1044,"Nervo, Amado",,http://viaf.org/viaf/97487,M,Mexico,1870,1919,25,Página íntima,26,27.10.1895,1895-10-27,Lyricism,Spanish,"Tornel, Josefina",,NA
Revista Azul,1045,"Fors, Luis Ricardo",,http://viaf.org/viaf/76675449,M,Spain,1843,1916,52,Canto paraguayo,26,27.10.1895,1895-10-27,Lyricism,Spanish,,,NA
Revista Azul,1046,"García Cisneros, Francisco",,https://www.ecured.cu/Francisco_Garc%C3%ADa_Cisneros,M,Cuba,1877,NA,18,Tapiz Pompadour,26,27.10.1895,1895-10-27,Lyricism,Spanish,"Tablada, José Juan",,NA
Revista Azul,1047,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Mi cuelga,26,27.10.1895,1895-10-27,Fictional Prose,Spanish,,,NA
Revista Azul,1048,"Delgado, Juan B.",,http://viaf.org/viaf/2378896,M,Mexico,1868,1929,27,Al volver a mi pueblo,26,27.10.1895,1895-10-27,Lyricism,Spanish,"Ochoa, José M.",,NA
Revista Azul,1049,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,El vengador,26,27.10.1895,1895-10-27,Fictional Prose,Spanish,,,NA
Revista Azul,1050,"Turgenev, Ivan",,http://viaf.org/viaf/41847346,M,Russia,1818,1883,deceased,Oriental,26,27.10.1895,1895-10-27,Fictional Prose,Spanish,,,NA
Revista Azul,1051,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,26,27.10.1895,1895-10-27,Non-fictional Prose,Spanish,,,NA
Revista Azul,1052,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,deceased,Noviembre dos—1890,1,03.11.1895,1895-11-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,1053,"Coppée, François",,http://viaf.org/viaf/46759181,M,France,1842,1908,53,Dicha fugitiva,1,03.11.1895,1895-11-03,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1054,"Darío, Rubén",,http://viaf.org/viaf/7399994,M,Nicaragua,1867,1916,28,El árbol de David,1,03.11.1895,1895-11-03,Fictional Prose,Spanish,,,NA
Revista Azul,1055,"Chocano, José Santos",,http://viaf.org/viaf/71504072,M,Peru,1875,1934,20,Ansiedad. Pesimismo,1,03.11.1895,1895-11-03,Lyricism,Spanish,,,NA
Revista Azul,1056,"Urbina, Luis G.",,http://viaf.org/viaf/44335205,M,Mexico,1864,1934,31,Caprichos. Libros blancos y crepúsculos rojos,1,03.11.1895,1895-11-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,1057,"Roa Bárcena, José María",,http://viaf.org/viaf/97460,M,Mexico,1827,1908,68,"""Últimos versos"". De regreso de La Mancha",1,03.11.1895,1895-11-03,Lyricism,Spanish,,,NA
Revista Azul,1058,"Pardo Bazán, Emilia",,http://viaf.org/viaf/51699645,F,Spain,1851,1921,44,La caja de oro,1,03.11.1895,1895-11-03,Fictional Prose,Spanish,,,NA
Revista Azul,1059,"Musset, Alfred de",,http://viaf.org/viaf/54151927,M,France,1810,1857,deceased,Ninón,1,03.11.1895,1895-11-03,Lyricism,Spanish,,"González Carrasco, Aurelio",NA
Revista Azul,1060,"Mendés, Catulle",,http://viaf.org/viaf/34460397,M,France,1841,1909,54,Puck,1,03.11.1895,1895-11-03,Fictional Prose,Spanish,,,NA
Revista Azul,1061,"Uhrbach, Federico",,http://viaf.org/viaf/27158151,M,Cuba,1873,1932,22,Griega,1,03.11.1895,1895-11-03,Lyricism,Spanish,,,NA
Revista Azul,1062,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,"El teatro español contemporáneo ""Los condenados""",1,03.11.1895,1895-11-03,Review,Spanish,,,NA
Revista Azul,1063,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,1,03.11.1895,1895-11-03,Non-fictional Prose,Spanish,,,NA
Revista Azul,1064,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,deceased,Romeo y Julieta,2,10.11.1895,1895-11-10,Review,Spanish,,,NA
Revista Azul,1065,"Bustillos, José María",,http://www.elem.mx/autor/datos/2920,M,Mexico,1866,1899,29,Entonces,2,10.11.1895,1895-11-10,Lyricism,Spanish,"López Ochoa, Ricardo",,NA
Revista Azul,1066,"Toussaint, René-Jean",René Maizeroy,http://viaf.org/viaf/51720513,M,France,1856,1918,39,"Páginas nuevas. Un fragmento de ""L'Ange"" de René Maizeroy",2,10.11.1895,1895-11-10,Fictional Prose,Spanish,,,NA
Revista Azul,1067,"Campoamor, Ramón de",,http://viaf.org/viaf/2542317,M,Spain,1817,1901,78,Nada de nada.—Nada por nada,2,10.11.1895,1895-11-10,Lyricism,Spanish,,,NA
Revista Azul,1068,"Febres Cordero, Tulio",,http://viaf.org/viaf/19751,M,Venezuela,1860,1938,35,Las cinco águilas blancas,2,10.11.1895,1895-11-10,Fictional Prose,Spanish,,,NA
Revista Azul,1069,"Castelnuovo, Enrico",,http://viaf.org/viaf/17255402,M,Italy,1839,1915,56,La pierna de Juanito,2,10.11.1895,1895-11-10,Fictional Prose,Spanish,,,NA
Revista Azul,1070,"López Carvajal, Francisco",,http://viaf.org/viaf/33723359,M,NA,NA,NA,NA,Soneto,2,10.11.1895,1895-11-10,Lyricism,Spanish,"Gutiérrez Nájera, Manuel",,NA
Revista Azul,1071,"Fernández Granados, Enrique",Fernangrana,http://viaf.org/viaf/86989738,M,Mexico,1867,1920,28,La fuente de lo bello,2,10.11.1895,1895-11-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,1072,"Larrañaga Portugal, Manuel",,http://viaf.org/viaf/1928145856922922920250,M,Mexico,1868,1919,27,Al Grijalva,2,10.11.1895,1895-11-10,Lyricism,Spanish,,,NA
Revista Azul,1073,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,"De un álbum. Sí, la amo",2,10.11.1895,1895-11-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,1074,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,2,10.11.1895,1895-11-10,Non-fictional Prose,Spanish,,,NA
Revista Azul,1075,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,deceased,Ver morir,3,17.11.1895,1895-11-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,1076,"Campoamor, Ramón de",,http://viaf.org/viaf/2542317,M,Spain,1817,1901,78,La fe—la gloria,3,17.11.1895,1895-11-17,Lyricism,Spanish,,,NA
Revista Azul,1077,"Castelnuovo, Enrico",,http://viaf.org/viaf/17255402,M,Italy,1839,1915,56,La pierna de Juanito,3,17.11.1895,1895-11-17,Fictional Prose,Spanish,,,NA
Revista Azul,1078,"Ochoa, José M.",,First search unsuccessful,M,NA,NA,NA,NA,Budhismo,3,17.11.1895,1895-11-17,Lyricism,Spanish,,,NA
Revista Azul,1079,"Sánchez Azcona, Juan",,http://viaf.org/viaf/55278054,M,Mexico,1876,1938,19,Mística,3,17.11.1895,1895-11-17,Fictional Prose,Spanish,"Gamboa, Federico",,NA
Revista Azul,1080,"Chocano, José Santos",,http://viaf.org/viaf/71504072,M,Peru,1875,1934,20,En la alcoba. Árboles viejos,3,17.11.1895,1895-11-17,Lyricism,Spanish,,,NA
Revista Azul,1081,"Courteline, Georges",,http://viaf.org/viaf/100266752,M,France,1858,1929,37,El contador de pasos,3,17.11.1895,1895-11-17,Fictional Prose,Spanish,,,NA
Revista Azul,1082,"López Penha, Abraham Z.",,http://viaf.org/viaf/75926350,M,Colombia,1865,1927,30,Alma,3,17.11.1895,1895-11-17,Lyricism,Spanish,"Figueredo, Carlos B.",,NA
Revista Azul,1083,"Díaz Dufóo, Carlos",Monaguillo,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Páginas vividas,3,17.11.1895,1895-11-17,Fictional Prose,Spanish,,,NA
Revista Azul,1084,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,El puntero y el soldado,3,17.11.1895,1895-11-17,Fictional Prose,Spanish,,,NA
Revista Azul,1085,"Barreda, Octavio",,First search unsuccessful,M,NA,NA,NA,NA,Nenufar,3,17.11.1895,1895-11-17,Lyricism,Spanish,,,NA
Revista Azul,1086,"Coll, Pedro Emilio",,http://viaf.org/viaf/45690699,M,Venezuela,1872,1947,23,Crepúsculo en el mar,3,17.11.1895,1895-11-17,Fictional Prose,Spanish,,,NA
Revista Azul,1087,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,3,17.11.1895,1895-11-17,Non-fictional Prose,Spanish,,,NA
Revista Azul,1088,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Manuel F. Mugica,4,24.11.1895,1895-11-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,1089,"Darío, Rubén",,http://viaf.org/viaf/7399994,M,Nicaragua,1867,1916,28,Oditas (¿Dónde estás?),4,24.11.1895,1895-11-24,Lyricism,Spanish,,,NA
Revista Azul,1090,"Castelnuovo, Enrico",,http://viaf.org/viaf/17255402,M,Italy,1839,1915,56,La pierna de Juanito,4,24.11.1895,1895-11-24,Fictional Prose,Spanish,,,NA
Revista Azul,1091,"Coppée, François",,http://viaf.org/viaf/46759181,M,France,1842,1908,53,Lieder,4,24.11.1895,1895-11-24,Lyricism,Spanish,,"Dávalos, Balbino",NA
Revista Azul,1092,"Obregón, M. de",,n.I.,NA,NA,NA,NA,NA,El postigo 1858,4,24.11.1895,1895-11-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,1093,"Loti, Pierre",,http://viaf.org/viaf/89440078,M,France,1850,1923,45,"Páginas nuevas. ""Galilea"". Alrededores de Nazareth",4,24.11.1895,1895-11-24,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1094,"Campoamor, Ramón de",,http://viaf.org/viaf/2542317,M,Spain,1817,1901,78,Dolora. La escala de la vida,4,24.11.1895,1895-11-24,Lyricism,Spanish,,,NA
Revista Azul,1095,"Gamboa, Federico",,http://viaf.org/viaf/61671056,M,Mexico,1864,1939,31,In Memoriam,4,24.11.1895,1895-11-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,1096,"Martínez Rubio, Rafael",El Duque Juan,http://www.culturacolima.gob.mx/imagenes/foroscolima/4/18.pdf,M,Mexico,NA,NA,NA,A una diva,4,24.11.1895,1895-11-24,Lyricism,Spanish,,,NA
Revista Azul,1097,"Valdivia, Aniceto",Conde Kostia,http://viaf.org/viaf/56281132,M,Cuba,1857,1927,38,Un suicida,4,24.11.1895,1895-11-24,Fictional Prose,Spanish,,,NA
Revista Azul,1098,"López Carvajal, Francisco",,http://viaf.org/viaf/33723359,M,NA,NA,NA,NA,Entre flores,4,24.11.1895,1895-11-24,Lyricism,Spanish,"Paz, Rosa",,NA
Revista Azul,1099,"Ambrogi, Arturo",,http://viaf.org/viaf/69180193,M,San Salvador,1874,1936,21,Morfina,4,24.11.1895,1895-11-24,Fictional Prose,Spanish,,,NA
Revista Azul,1100,"Ruiz Aguilera, Ventura",,http://viaf.org/viaf/13513737,M,Spain,1820,1881,deceased,Ante un cuadro de la Magdalena,4,24.11.1895,1895-11-24,Lyricism,Spanish,,,NA
Revista Azul,1101,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,4,24.11.1895,1895-11-24,Non-fictional Prose,Spanish,,,NA
Revista Azul,1102,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Cuentos y fantasías,5,01.12.1895,1895-12-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,1103,"Robert, Louis de",,http://viaf.org/viaf/4962286,M,France,1871,1937,24,Locura,5,01.12.1895,1895-12-01,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1104,"Campoamor, Ramón de",,http://viaf.org/viaf/2542317,M,Spain,1817,1901,78,Humorada,5,01.12.1895,1895-12-01,Lyricism,Spanish,,,NA
Revista Azul,1105,"Darío, Rubén",,http://viaf.org/viaf/7399994,M,Nicaragua,1867,1916,28,De sobremesa,5,01.12.1895,1895-12-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,1106,"Noriega, Eloy",,First search unsuccessful,M,NA,NA,NA,NA,Golondrina ¡abre tus alas!. Fragmentos de un monólogo,5,01.12.1895,1895-12-01,Lyricism,Spanish,,,NA
Revista Azul,1107,"Contreras, Felipe T.",,First search unsuccessful,M,NA,NA,NA,NA,Luisa. Mi novela,5,01.12.1895,1895-12-01,Fictional Prose,Spanish,,,NA
Revista Azul,1108,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,En un día triste,5,01.12.1895,1895-12-01,Lyricism,Spanish,,,NA
Revista Azul,1109,"Barrera, Luis G.",,First search unsuccessful,M,NA,NA,NA,NA,Paisajes,5,01.12.1895,1895-12-01,Fictional Prose,Spanish,,,NA
Revista Azul,1110,"Baudelaire, Charles",,http://viaf.org/viaf/17218730,M,France,1821,1867,deceased,Cabellera negra,5,01.12.1895,1895-12-01,Lyricism,Spanish,,,NA
Revista Azul,1111,"Campo, Ángel de",,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Pienso,5,01.12.1895,1895-12-01,Lyricism,Spanish,,,NA
Revista Azul,1112,"Dumas, Alexandre fils",,http://viaf.org/viaf/76315034,M,France,1824,1895,deceased,Las teorías,5,01.12.1895,1895-12-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,1113,"Casal, Julián del",,http://viaf.org/viaf/24758421,M,Cuba,1863,1893,deceased,Las alamedas,5,01.12.1895,1895-12-01,Lyricism,Spanish,,,NA
Revista Azul,1114,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,5,01.12.1895,1895-12-01,Non-fictional Prose,Spanish,,,NA
Revista Azul,1115,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,deceased,La dama de las camelias,6,08.12.1895,1895-12-08,Review,Spanish,,,NA
Revista Azul,1116,"Dumas, Alexandre fils",,http://viaf.org/viaf/76315034,M,France,1824,1895,deceased,Lo último de Alejandro Dumas. El sueño de una noche de verano,6,08.12.1895,1895-12-08,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1117,"Reina, Manuel",,http://viaf.org/viaf/60220398,M,Spain,1856,1905,39,El poema de las lágrimas,6,08.12.1895,1895-12-08,Lyricism,Spanish,Housaye,,NA
Revista Azul,1118,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Un capitán,6,08.12.1895,1895-12-08,Fictional Prose,Spanish,,,NA
Revista Azul,1119,"López Carvajal, Francisco",,http://viaf.org/viaf/33723359,M,NA,NA,NA,NA,Boceto,6,08.12.1895,1895-12-08,Lyricism,Spanish,,,NA
Revista Azul,1120,"Sánchez Azcona, Juan",,http://viaf.org/viaf/55278054,M,Mexico,1876,1938,19,Ninón,6,08.12.1895,1895-12-08,Non-fictional Prose,Spanish,,,NA
Revista Azul,1121,"Larrañaga Portugal, Manuel",,http://viaf.org/viaf/1928145856922922920250,M,Mexico,1868,1919,27,Balada de ultratumba,6,08.12.1895,1895-12-08,Lyricism,Spanish,,,NA
Revista Azul,1122,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,¡Maldita!,6,08.12.1895,1895-12-08,Fictional Prose,Spanish,Padre Tortolero,,NA
Revista Azul,1123,"Flores, Julio",,https://es.wikipedia.org/wiki/Julio_Fl%C3%B3rez,M,Colombia,NA,NA,NA,Luzbel,6,08.12.1895,1895-12-08,Lyricism,Spanish,,,NA
Revista Azul,1124,"Turgenev, Ivan",,http://viaf.org/viaf/41847346,M,Russia,1818,1883,deceased,La vieja (pesadilla),6,08.12.1895,1895-12-08,Fictional Prose,Spanish,,,NA
Revista Azul,1125,"Delgado, Juan B.",,http://viaf.org/viaf/2378896,M,Mexico,1868,1929,27,Fragmento de un poema,6,08.12.1895,1895-12-08,Lyricism,Spanish,,,NA
Revista Azul,1126,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,6,08.12.1895,1895-12-08,Non-fictional Prose,Spanish,,,NA
Revista Azul,1127,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Lejanías,7,15.12.1895,1895-12-15,Fictional Prose,Spanish,,,NA
Revista Azul,1128,"Bourget, Paul",,http://viaf.org/viaf/29530799,M,France,1852,1935,43,"En el  ""Athletic Club"" (De Ultramar)",7,15.12.1895,1895-12-15,Non-fictional Prose,Spanish,,,NA
Revista Azul,1129,"Chocano, José Santos",,http://viaf.org/viaf/71504072,M,Peru,1875,1934,20,Playera,7,15.12.1895,1895-12-15,Lyricism,Spanish,"""Revista Azul""",,NA
Revista Azul,1130,"Ambrogi, Arturo",Conde Paúl,http://viaf.org/viaf/69180193,M,San Salvador,1874,1936,21,La serenata de Schubert,7,15.12.1895,1895-12-15,Lyricism,Spanish,,,NA
Revista Azul,1131,"Vega, Ricardo de la",,http://viaf.org/viaf/59348871,M,Spain,1839,1910,56,Memorias de un caballo [escritas por sí mismo],7,15.12.1895,1895-12-15,Fictional Prose,Spanish,,,NA
Revista Azul,1132,"Tablada, José Juan",,http://viaf.org/viaf/51792179,M,Mexico,1871,1945,24,Canto de las gemas. A Aziyade,7,15.12.1895,1895-12-15,Lyricism,Spanish,,,NA
Revista Azul,1133,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,"""La Dolores""",7,15.12.1895,1895-12-15,Review,Spanish,,,NA
Revista Azul,1134,"Barreda, Octavio",,First search unsuccessful,M,NA,NA,NA,NA,Palabras azules,7,15.12.1895,1895-12-15,Lyricism,Spanish,A una perla,,NA
Revista Azul,1135,"Esteva, José María",,http://viaf.org/viaf/56534761,M,Mexico,1818,1904,77,Curiosidades literarias. El Jarocho,7,15.12.1895,1895-12-15,Lyricism,Spanish,,,NA
Revista Azul,1136,"Renan, Ernest",,http://viaf.org/viaf/100170528,M,France,1823,1892,deceased,Página hermosa,7,15.12.1895,1895-12-15,Non-fictional Prose,Spanish,,,NA
Revista Azul,1137,"Ochoa, José M.",,First search unsuccessful,M,NA,NA,NA,NA,En otoño,7,15.12.1895,1895-12-15,Lyricism,Spanish,,,NA
Revista Azul,1138,"Darío, Rubén",,http://viaf.org/viaf/7399994,M,Nicaragua,1867,1916,28,Este es el cuento de la sonrisa de la princesa diamantina,7,15.12.1895,1895-12-15,Fictional Prose,Spanish,,,NA
Revista Azul,1139,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,7,15.12.1895,1895-12-15,Non-fictional Prose,Spanish,,,NA
Revista Azul,1140,"Gutiérrez Nájera, Manuel",El Duque Job,http://viaf.org/viaf/27095815,M,Mexico,1859,1895,deceased,Noël,8,22.12.1895,1895-12-22,Non-fictional Prose,Spanish,,,NA
Revista Azul,1141,"Rueda, Salvador",,http://viaf.org/viaf/17371849,M,Spain,1857,1933,38,"""Intermezzo"" de Noche Buena: La cena aristocrática. En la misa de gallo. Músicas lejanas",8,22.12.1895,1895-12-22,Lyricism,Spanish,,,NA
Revista Azul,1142,"Coppée, François",,http://viaf.org/viaf/46759181,M,France,1842,1908,53,La adopción. Cuento de Navidad,8,22.12.1895,1895-12-22,Fictional Prose,Spanish,,n.I.,NA
Revista Azul,1143,"Campo, Ángel de",Micrós,http://viaf.org/viaf/71478091,M,Mexico,1868,1908,27,Navidad en una esquina,8,22.12.1895,1895-12-22,Fictional Prose,Spanish,"Salado Álvarez, Victoriano",,NA
Revista Azul,1144,"Bustillos, José María",,http://www.elem.mx/autor/datos/2920,M,Mexico,1866,1899,29,Cantares de Navidad,8,22.12.1895,1895-12-22,Lyricism,Spanish,A mi hermana Adela,,NA
Revista Azul,1145,"Arène, Paul",,http://viaf.org/viaf/71386440,M,France,1843,1896,52,El evangelio de San Perrault,8,22.12.1895,1895-12-22,Fictional Prose,Spanish,,,NA
Revista Azul,1146,"Díaz Dufóo, Carlos",Petit Bleu,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Azul palido,8,22.12.1895,1895-12-22,Non-fictional Prose,Spanish,,,NA
Revista Azul,1147,"Díaz Dufóo, Carlos",,http://viaf.org/viaf/48832417,M,Mexico,1861,1941,34,Fin de año,9,29.12.1895,1895-12-29,Non-fictional Prose,Spanish,,,NA
Revista Azul,1148,"Darío, Rubén",,http://viaf.org/viaf/7399994,M,Nicaragua,1867,1916,28,Unión centro-americana,9,29.12.1895,1895-12-29,Lyricism,Spanish,,,NA
